"Ano EmissÆo	Entrada/Sa¡da	Munic¡pio Destinat rio	CNAE (C)	Descri‡Æo do CNAE	CNAE (DivisÆo)	CNAE (Grupo)	CNAE (Classe)	NCM Produto	NCM (Cap¡tulo)	NCM (Posi‡Æo)	NCM (Subposi‡Æo)	CFOP	Descri‡Æo CFOP	CFOP (1)	CFOP (2)	Total Bruto Produtos	NCM (Cap¡tulo) Desc	NCM (Posi‡Æo) Desc	NCM (Subposi‡Æo) Desc"							
"2018	0 - entrada	ABAETETUBA	4221903	Manuten‡Æo de redes de distribui‡Æo de energia el‚trica	42	422	42219	84749000	84	8474	84749	2949	Outra entrada de mercadoria ou presta‡Æo de servi‡o nÆo especificado	2	29	660.0	""""""Reatores nucleares, caldeiras, m quinas, aparelhos e instrumentos mecƒnicos, e suas partes.""""""	""""""M quinas e aparelhos para selecionar, peneirar, separar, lavar, esmagar, moer, misturar ou amassar terras, pedras, min‚rios ou outras substƒncias minerais s¢lidas (incluindo os p¢s e pastas)"	 m quinas para aglomerar ou moldar combust¡veis minerais s¢lidos, pastas cerƒmicas, cimento, gesso ou outras mat‚rias minerais em p¢ ou em pasta	" m quinas para fazer moldes de areia para fundi‡Æo.""""""	"					
"2018	0 - entrada	ABAETETUBA	4221903	Manuten‡Æo de redes de distribui‡Æo de energia el‚trica	42	422	42219	85153900	85	8515	85153	2949	Outra entrada de mercadoria ou presta‡Æo de servi‡o nÆo especificado	2	29	4930.36	""""""M quinas, aparelhos e materiais el‚tricos, e suas partes"	" aparelhos de grava‡Æo ou de reprodu‡Æo de som, aparelhos de grava‡Æo ou de reprodu‡Æo de imagens e de som em televisÆo, e suas partes e acess¢rios.""""""	""""""M quinas e aparelhos para soldar (mesmo de corte) el‚tricos (incluindo os a g s aquecido eletricamente), a laser ou outros feixes de luz ou de f¢tons, a ultrassom, a feixes de el‚trons, a impulsos magn‚ticos ou a jato de plasma"	" m quinas e aparelhos el‚tricos para proje‡Æo a quente de metais ou de cermets.""""""	- M quinas e aparelhos para soldar metais por arco ou jato de plasma:"					
"2018	0 - entrada	ABAETETUBA	4221903	Manuten‡Æo de redes de distribui‡Æo de energia el‚trica	42	422	42219	85158090	85	8515	85158	2949	Outra entrada de mercadoria ou presta‡Æo de servi‡o nÆo especificado	2	29	204.0	""""""M quinas, aparelhos e materiais el‚tricos, e suas partes"	" aparelhos de grava‡Æo ou de reprodu‡Æo de som, aparelhos de grava‡Æo ou de reprodu‡Æo de imagens e de som em televisÆo, e suas partes e acess¢rios.""""""	""""""M quinas e aparelhos para soldar (mesmo de corte) el‚tricos (incluindo os a g s aquecido eletricamente), a laser ou outros feixes de luz ou de f¢tons, a ultrassom, a feixes de el‚trons, a impulsos magn‚ticos ou a jato de plasma"	" m quinas e aparelhos el‚tricos para proje‡Æo a quente de metais ou de cermets.""""""	"					
"2018	0 - entrada	ABAETETUBA	4221903	Manuten‡Æo de redes de distribui‡Æo de energia el‚trica	42	422	42219	85159000	85	8515	85159	2949	Outra entrada de mercadoria ou presta‡Æo de servi‡o nÆo especificado	2	29	332.64	""""""M quinas, aparelhos e materiais el‚tricos, e suas partes"	" aparelhos de grava‡Æo ou de reprodu‡Æo de som, aparelhos de grava‡Æo ou de reprodu‡Æo de imagens e de som em televisÆo, e suas partes e acess¢rios.""""""	""""""M quinas e aparelhos para soldar (mesmo de corte) el‚tricos (incluindo os a g s aquecido eletricamente), a laser ou outros feixes de luz ou de f¢tons, a ultrassom, a feixes de el‚trons, a impulsos magn‚ticos ou a jato de plasma"	" m quinas e aparelhos el‚tricos para proje‡Æo a quente de metais ou de cermets.""""""	"					
"2018	0 - entrada	ABAETETUBA	4221903	Manuten‡Æo de redes de distribui‡Æo de energia el‚trica	42	422	42219	85366910	85	8536	85366	2949	Outra entrada de mercadoria ou presta‡Æo de servi‡o nÆo especificado	2	29	375.05	""""""M quinas, aparelhos e materiais el‚tricos, e suas partes"	" aparelhos de grava‡Æo ou de reprodu‡Æo de som, aparelhos de grava‡Æo ou de reprodu‡Æo de imagens e de som em televisÆo, e suas partes e acess¢rios.""""""	""""""Aparelhos para interrup‡Æo, seccionamento, prote‡Æo, deriva‡Æo, liga‡Æo ou conexÆo de circuitos el‚tricos (por exemplo, interruptores, comutadores, rel‚s, corta-circuitos, supressores de picos de tensÆo (eliminadores de onda), plugues (fichas*) e tomadas de corrente, suportes para lƒmpadas e outros conectores, caixas de jun‡Æo), para uma tensÆo nÆo superior a 1.000 V"	" conectores para fibras ¢pticas, feixes ou cabos de fibras ¢pticas.""""""	""""""- Suportes para lƒmpadas, plugues (fichas*) e tomadas de corrente:"""""""					
"2018	0 - entrada	ABAETETUBA	4221903	Manuten‡Æo de redes de distribui‡Æo de energia el‚trica	42	422	42219	85444900	85	8544	85444	2949	Outra entrada de mercadoria ou presta‡Æo de servi‡o nÆo especificado	2	29	446.94	""""""M quinas, aparelhos e materiais el‚tricos, e suas partes"	" aparelhos de grava‡Æo ou de reprodu‡Æo de som, aparelhos de grava‡Æo ou de reprodu‡Æo de imagens e de som em televisÆo, e suas partes e acess¢rios.""""""	""""""Fios, cabos (incluindo os cabos coaxiais) e outros condutores, isolados para usos el‚tricos (incluindo os envernizados ou oxidados anodicamente), mesmo com pe‡as de conexÆo"	" cabos de fibras ¢pticas, constitu¡dos por fibras embainhadas individualmente, mesmo com condutores el‚tricos ou munidos de pe‡as de conexÆo.""""""	""""""- Outros condutores el‚tricos, para uma tensÆo nÆo superior a 1.000 V:"""""""					
"2018	0 - entrada	ABAETETUBA	4221903	Manuten‡Æo de redes de distribui‡Æo de energia el‚trica	42	422	42219	90271000	90	9027	90271	2949	Outra entrada de mercadoria ou presta‡Æo de servi‡o nÆo especificado	2	29	2600.0	""""""Instrumentos e aparelhos de ¢ptica, de fotografia, de cinematografia, de medida, de controle ou de precisÆo"	 instrumentos e aparelhos m‚dico-cir£rgicos	" suas partes e acess¢rios.""""""	""""""Instrumentos e aparelhos para an lises f¡sicas ou qu¡micas (por exemplo, polar¡metros, refrat“metros, espectr“metros, analisadores de gases ou de fuma‡a (fumos*))"	 instrumentos e aparelhos para ensaios de viscosidade, porosidade, dilata‡Æo, tensÆo superficial ou semelhantes ou para medidas calorim‚tricas, ac£sticas ou fotom‚tricas (incluindo os indicadores de tempo de exposi‡Æo)	" micr¢tomos.""""""	"			
"2018	0 - entrada	ABAETETUBA	4223500	Constru‡Æo de redes de transportes por dutos, exceto para  gua e esgoto	42	422	42235	87089300	87	8708	87089	1411	Devolu‡Æo de venda de mercadoria adquirida ou recebida de terceiros em opera‡Æo com mercadoria sujeita ao regime de substitui‡Æo tribut ria	1	14	70.0	""""""Ve¡culos autom¢veis, tratores, ciclos e outros ve¡culos terrestres, suas partes e acess¢rios.""""""	Partes e acess¢rios dos ve¡culos autom¢veis das posi‡äes 87.01 a 87.05.	- Outras partes e acess¢rios:"							
"2018	0 - entrada	ABAETETUBA	4223500	Constru‡Æo de redes de transportes por dutos, exceto para  gua e esgoto	42	422	42235	87089990	87	8708	87089	1411	Devolu‡Æo de venda de mercadoria adquirida ou recebida de terceiros em opera‡Æo com mercadoria sujeita ao regime de substitui‡Æo tribut ria	1	14	223.0	""""""Ve¡culos autom¢veis, tratores, ciclos e outros ve¡culos terrestres, suas partes e acess¢rios.""""""	Partes e acess¢rios dos ve¡culos autom¢veis das posi‡äes 87.01 a 87.05.	- Outras partes e acess¢rios:"							
"2018	0 - entrada	ABAETETUBA	4321500	Instala‡Æo e manuten‡Æo el‚trica	43	432	43215	84717012	84	8471	84717	1202	Devolu‡Æo de venda de mercadoria adquirida ou recebida de terceiros	1	12	339.0	""""""Reatores nucleares, caldeiras, m quinas, aparelhos e instrumentos mecƒnicos, e suas partes.""""""	""""""M quinas autom ticas para processamento de dados e suas unidades"	" leitores magn‚ticos ou ¢pticos, m quinas para registrar dados em suporte sob forma codificada, e m quinas para processamento desses dados, nÆo especificadas nem compreendidas noutras posi‡äes.""""""	"						
"2018	0 - entrada	ABAETETUBA	4322302	Instala‡Æo e manuten‡Æo de sistemas centrais de ar condicionado, de ventila‡Æo e refrigera‡Æo	43	432	43223	27101932	27	2710	27101	2662	Devolu‡Æo de venda de combust¡vel ou lubrificante destinado a consumidor ou usu rio final	2	26	53.96	""""""Combust¡veis minerais, ¢leos minerais e produtos da sua destila‡Æo"	 mat‚rias betuminosas	" ceras minerais.""""""	""""""àleos de petr¢leo ou de minerais betuminosos, exceto ¢leos brutos"	 prepara‡äes nÆo especificadas nem compreendidas noutras posi‡äes, que contenham, como constituintes b sicos, 70 % ou mais, em peso, de ¢leos de petr¢leo ou de minerais betuminosos	" res¡duos de ¢leos.""""""	""""""- àleos de petr¢leo ou de minerais betuminosos (exceto ¢leos brutos) e prepara‡äes nÆo especificadas nem compreendidas noutras posi‡äes, que contenham, como constituintes b sicos, 70 % ou mais, em peso, de ¢leos de petr¢leo ou de minerais betuminosos, exceto os que contenham biodiesel e exceto os res¡duos de ¢leos:"""""""			
"2018	0 - entrada	ABAETETUBA	4322302	Instala‡Æo e manuten‡Æo de sistemas centrais de ar condicionado, de ventila‡Æo e refrigera‡Æo	43	432	43223	29012900	29	2901	29012	2202	Devolu‡Æo de venda de mercadoria adquirida ou recebida de terceiros	2	22	69.12	Produtos qu¡micos orgƒnicos.	Hidrocarbonetos ac¡clicos.	- NÆo saturados:"							
"2018	0 - entrada	ABAETETUBA	4322302	Instala‡Æo e manuten‡Æo de sistemas centrais de ar condicionado, de ventila‡Æo e refrigera‡Æo	43	432	43223	39269090	39	3926	39269	2202	Devolu‡Æo de venda de mercadoria adquirida ou recebida de terceiros	2	22	635.19	Pl stico e suas obras.	Outras obras de pl stico e obras de outras mat‚rias das posi‡äes 39.01 a 39.14.	"							
"2018	0 - entrada	ABAETETUBA	4322302	Instala‡Æo e manuten‡Æo de sistemas centrais de ar condicionado, de ventila‡Æo e refrigera‡Æo	43	432	43223	73181200	73	7318	73181	2202	Devolu‡Æo de venda de mercadoria adquirida ou recebida de terceiros	2	22	125.0	""""""Obras de ferro fundido, ferro ou a‡o.""""""	""""""Parafusos, pinos ou pernos, roscados, porcas, tira-fundos, ganchos roscados, rebites, chavetas, cavilhas, contrapinos ou tro‡os, arruelas (anilhas) (incluindo as de pressÆo) e artigos semelhantes, de ferro fundido, ferro ou a‡o.""""""	- Artigos roscados:"							
"2018	0 - entrada	ABAETETUBA	4322302	Instala‡Æo e manuten‡Æo de sistemas centrais de ar condicionado, de ventila‡Æo e refrigera‡Æo	43	432	43223	73181400	73	7318	73181	2202	Devolu‡Æo de venda de mercadoria adquirida ou recebida de terceiros	2	22	190.0	""""""Obras de ferro fundido, ferro ou a‡o.""""""	""""""Parafusos, pinos ou pernos, roscados, porcas, tira-fundos, ganchos roscados, rebites, chavetas, cavilhas, contrapinos ou tro‡os, arruelas (anilhas) (incluindo as de pressÆo) e artigos semelhantes, de ferro fundido, ferro ou a‡o.""""""	- Artigos roscados:"							
"2018	0 - entrada	ABAETETUBA	4322302	Instala‡Æo e manuten‡Æo de sistemas centrais de ar condicionado, de ventila‡Æo e refrigera‡Æo	43	432	43223	82071900	82	8207	82071	2202	Devolu‡Æo de venda de mercadoria adquirida ou recebida de terceiros	2	22	112.74	""""""Ferramentas, artigos de cutelaria e talheres, e suas partes, de metais comuns.""""""	""""""Ferramentas intercambi veis para ferramentas manuais, mesmo mecƒnicas, ou para m quinas-ferramentas (por exemplo, de embutir, estampar, puncionar, roscar (incluindo atarraxar), furar, escarear, mandrilar, brochar, fresar, tornear, aparafusar), incluindo as fieiras de estiramento ou de extrusÆo, para metais, e as ferramentas de perfura‡Æo ou de sondagem.""""""	- Ferramentas de perfura‡Æo ou de sondagem:"							
"2018	0 - entrada	ABAETETUBA	4322302	Instala‡Æo e manuten‡Æo de sistemas centrais de ar condicionado, de ventila‡Æo e refrigera‡Æo	43	432	43223	84213990	84	8421	84213	1202	Devolu‡Æo de venda de mercadoria adquirida ou recebida de terceiros	1	12	405.0	""""""Reatores nucleares, caldeiras, m quinas, aparelhos e instrumentos mecƒnicos, e suas partes.""""""	""""""Centrifugadores, incluindo os secadores centr¡fugos"	" aparelhos para filtrar ou depurar l¡quidos ou gases.""""""	- Aparelhos para filtrar ou depurar gases:"						
"2018	0 - entrada	ABAETETUBA	4322302	Instala‡Æo e manuten‡Æo de sistemas centrais de ar condicionado, de ventila‡Æo e refrigera‡Æo	43	432	43223	84509090	84	8450	84509	1949	Outra entrada de mercadoria ou presta‡Æo de servi‡o nÆo especificada	1	19	75.0	""""""Reatores nucleares, caldeiras, m quinas, aparelhos e instrumentos mecƒnicos, e suas partes.""""""	""""""M quinas de lavar roupa, mesmo com dispositivos de secagem.""""""	"							
"2018	0 - entrada	ABAETETUBA	4399102	Montagem e desmontagem de andaimes e outras estruturas tempor rias	43	439	43991	85287200	85	8528	85287	2202	Devolu‡Æo de venda de mercadoria adquirida ou recebida de terceiros	2	22	1600.0	""""""M quinas, aparelhos e materiais el‚tricos, e suas partes"	" aparelhos de grava‡Æo ou de reprodu‡Æo de som, aparelhos de grava‡Æo ou de reprodu‡Æo de imagens e de som em televisÆo, e suas partes e acess¢rios.""""""	""""""Monitores e projetores, que nÆo incorporem aparelho receptor de televisÆo"	" aparelhos receptores de televisÆo, mesmo que incorporem um aparelho receptor de radiodifusÆo ou um aparelho de grava‡Æo ou de reprodu‡Æo de som ou de imagens.""""""	""""""- Aparelhos receptores de televisÆo, mesmo que incorporem um aparelho receptor de radiodifusÆo ou um aparelho de grava‡Æo ou de reprodu‡Æo de som ou de imagens:"""""""					
"2018	0 - entrada	ABAETETUBA	4520001	Servi‡os de manuten‡Æo e repara‡Æo mecƒnica de ve¡culos automotores	45	452	45200	32141010	32	3214	32141	2202	Devolu‡Æo de venda de mercadoria adquirida ou recebida de terceiros	2	22	166.5	Extratos tanantes e tintoriais"	 taninos e seus derivados	 pigmentos e outras mat‚rias corantes	 tintas e vernizes	 m stiques	" tintas de escrever.	""""""M stique de vidraceiro, cimentos de resina e outras m stiques"	 indutos utilizados em pintura	" indutos nÆo refrat rios do tipo utilizado em alvenaria.""""""	"
"2018	0 - entrada	ABAETETUBA	4520001	Servi‡os de manuten‡Æo e repara‡Æo mecƒnica de ve¡culos automotores	45	452	45200	35061010	35	3506	35061	2202	Devolu‡Æo de venda de mercadoria adquirida ou recebida de terceiros	2	22	19.02	Mat‚rias albuminoides"	 produtos … base de amidos ou de f‚culas modificados	 colas	" enzimas.	""""""Colas e outros adesivos preparados, nÆo especificados nem compreendidos noutras posi‡äes"	" produtos de qualquer esp‚cie utilizados como colas ou adesivos, acondicionados para venda a retalho como colas ou adesivos, de peso l¡quido nÆo superior a 1 kg.""""""	"			
"2018	0 - entrada	ABAETETUBA	4520001	Servi‡os de manuten‡Æo e repara‡Æo mecƒnica de ve¡culos automotores	45	452	45200	38140090	38	3814	38140	2202	Devolu‡Æo de venda de mercadoria adquirida ou recebida de terceiros	2	22	167.37	Produtos diversos das ind£strias qu¡micas.		"							
"2018	0 - entrada	ABAETETUBA	4520001	Servi‡os de manuten‡Æo e repara‡Æo mecƒnica de ve¡culos automotores	45	452	45200	39100019	39	3910	39100	2202	Devolu‡Æo de venda de mercadoria adquirida ou recebida de terceiros	2	22	24.3	Pl stico e suas obras.		"							
"2018	0 - entrada	ABAETETUBA	4520001	Servi‡os de manuten‡Æo e repara‡Æo mecƒnica de ve¡culos automotores	45	452	45200	39269090	39	3926	39269	2202	Devolu‡Æo de venda de mercadoria adquirida ou recebida de terceiros	2	22	31.31	Pl stico e suas obras.	Outras obras de pl stico e obras de outras mat‚rias das posi‡äes 39.01 a 39.14.	"							
"2018	0 - entrada	ABAETETUBA	4520001	Servi‡os de manuten‡Æo e repara‡Æo mecƒnica de ve¡culos automotores	45	452	45200	40093100	40	4009	40093	1202	Devolu‡Æo de venda de mercadoria adquirida ou recebida de terceiros	1	12	123.0	Borracha e suas obras.	""""""Tubos de borracha vulcanizada nÆo endurecida, mesmo providos dos respectivos acess¢rios (por exemplo, juntas, cotovelos, flanges, uniäes).""""""	- Refor‡ados apenas com mat‚rias tˆxteis ou associados de outra forma apenas com mat‚rias tˆxteis:"							
"2018	0 - entrada	ABAETETUBA	4520001	Servi‡os de manuten‡Æo e repara‡Æo mecƒnica de ve¡culos automotores	45	452	45200	40103100	40	4010	40103	1202	Devolu‡Æo de venda de mercadoria adquirida ou recebida de terceiros	1	12	23.0	Borracha e suas obras.	""""""Correias transportadoras ou de transmissÆo, de borracha vulcanizada.""""""	- Correias de transmissÆo:"							
"2018	0 - entrada	ABAETETUBA	4520001	Servi‡os de manuten‡Æo e repara‡Æo mecƒnica de ve¡culos automotores	45	452	45200	40103100	40	4010	40103	1411	Devolu‡Æo de venda de mercadoria adquirida ou recebida de terceiros em opera‡Æo com mercadoria sujeita ao regime de substitui‡Æo tribut ria	1	14	31.0	Borracha e suas obras.	""""""Correias transportadoras ou de transmissÆo, de borracha vulcanizada.""""""	- Correias de transmissÆo:"							
"2018	0 - entrada	ABAETETUBA	4520001	Servi‡os de manuten‡Æo e repara‡Æo mecƒnica de ve¡culos automotores	45	452	45200	40103200	40	4010	40103	1202	Devolu‡Æo de venda de mercadoria adquirida ou recebida de terceiros	1	12	57.0	Borracha e suas obras.	""""""Correias transportadoras ou de transmissÆo, de borracha vulcanizada.""""""	- Correias de transmissÆo:"							
"2018	0 - entrada	ABAETETUBA	4520001	Servi‡os de manuten‡Æo e repara‡Æo mecƒnica de ve¡culos automotores	45	452	45200	40103300	40	4010	40103	1202	Devolu‡Æo de venda de mercadoria adquirida ou recebida de terceiros	1	12	55.0	Borracha e suas obras.	""""""Correias transportadoras ou de transmissÆo, de borracha vulcanizada.""""""	- Correias de transmissÆo:"							
"2018	0 - entrada	ABAETETUBA	4520001	Servi‡os de manuten‡Æo e repara‡Æo mecƒnica de ve¡culos automotores	45	452	45200	40103900	40	4010	40103	1202	Devolu‡Æo de venda de mercadoria adquirida ou recebida de terceiros	1	12	124.0	Borracha e suas obras.	""""""Correias transportadoras ou de transmissÆo, de borracha vulcanizada.""""""	- Correias de transmissÆo:"							
"2018	0 - entrada	ABAETETUBA	4520001	Servi‡os de manuten‡Æo e repara‡Æo mecƒnica de ve¡culos automotores	45	452	45200	40112090	40	4011	40112	1411	Devolu‡Æo de venda de mercadoria adquirida ou recebida de terceiros em opera‡Æo com mercadoria sujeita ao regime de substitui‡Æo tribut ria	1	14	550.0	Borracha e suas obras.	""""""Pneum ticos novos, de borracha.""""""	"							
"2018	0 - entrada	ABAETETUBA	4520001	Servi‡os de manuten‡Æo e repara‡Æo mecƒnica de ve¡culos automotores	45	452	45200	40169990	40	4016	40169	1202	Devolu‡Æo de venda de mercadoria adquirida ou recebida de terceiros	1	12	43.0	Borracha e suas obras.	Outras obras de borracha vulcanizada nÆo endurecida.	- Outras:"							
"2018	0 - entrada	ABAETETUBA	4520001	Servi‡os de manuten‡Æo e repara‡Æo mecƒnica de ve¡culos automotores	45	452	45200	73181500	73	7318	73181	1202	Devolu‡Æo de venda de mercadoria adquirida ou recebida de terceiros	1	12	9.0	""""""Obras de ferro fundido, ferro ou a‡o.""""""	""""""Parafusos, pinos ou pernos, roscados, porcas, tira-fundos, ganchos roscados, rebites, chavetas, cavilhas, contrapinos ou tro‡os, arruelas (anilhas) (incluindo as de pressÆo) e artigos semelhantes, de ferro fundido, ferro ou a‡o.""""""	- Artigos roscados:"							
"2018	0 - entrada	ABAETETUBA	4520001	Servi‡os de manuten‡Æo e repara‡Æo mecƒnica de ve¡culos automotores	45	452	45200	73181600	73	7318	73181	1202	Devolu‡Æo de venda de mercadoria adquirida ou recebida de terceiros	1	12	2.0	""""""Obras de ferro fundido, ferro ou a‡o.""""""	""""""Parafusos, pinos ou pernos, roscados, porcas, tira-fundos, ganchos roscados, rebites, chavetas, cavilhas, contrapinos ou tro‡os, arruelas (anilhas) (incluindo as de pressÆo) e artigos semelhantes, de ferro fundido, ferro ou a‡o.""""""	- Artigos roscados:"							
"2018	0 - entrada	ABAETETUBA	4520001	Servi‡os de manuten‡Æo e repara‡Æo mecƒnica de ve¡culos automotores	45	452	45200	84099917	84	8409	84099	1411	Devolu‡Æo de venda de mercadoria adquirida ou recebida de terceiros em opera‡Æo com mercadoria sujeita ao regime de substitui‡Æo tribut ria	1	14	84.0	""""""Reatores nucleares, caldeiras, m quinas, aparelhos e instrumentos mecƒnicos, e suas partes.""""""	Partes reconhec¡veis como exclusiva ou principalmente destinadas aos motores das posi‡äes 84.07 ou 84.08.	- Outras:"							
"2018	0 - entrada	ABAETETUBA	4520001	Servi‡os de manuten‡Æo e repara‡Æo mecƒnica de ve¡culos automotores	45	452	45200	84139190	84	8413	84139	1411	Devolu‡Æo de venda de mercadoria adquirida ou recebida de terceiros em opera‡Æo com mercadoria sujeita ao regime de substitui‡Æo tribut ria	1	14	461.1	""""""Reatores nucleares, caldeiras, m quinas, aparelhos e instrumentos mecƒnicos, e suas partes.""""""	""""""Bombas para l¡quidos, mesmo com dispositivo medidor"	" elevadores de l¡quidos.""""""	- Partes:"						
"2018	0 - entrada	ABAETETUBA	4520001	Servi‡os de manuten‡Æo e repara‡Æo mecƒnica de ve¡culos automotores	45	452	45200	84198940	84	8419	84198	1202	Devolu‡Æo de venda de mercadoria adquirida ou recebida de terceiros	1	12	260.0	""""""Reatores nucleares, caldeiras, m quinas, aparelhos e instrumentos mecƒnicos, e suas partes.""""""	""""""Aparelhos, dispositivos ou equipamentos de laborat¢rio, mesmo aquecidos eletricamente (exceto os fornos e outros aparelhos da posi‡Æo 85.14), para tratamento de mat‚rias por meio de opera‡äes que impliquem mudan‡a de temperatura, tais como aquecimento, cozimento, torrefa‡Æo, destila‡Æo, retifica‡Æo, esteriliza‡Æo, pasteuriza‡Æo, estufagem, secagem, evapora‡Æo, vaporiza‡Æo, condensa‡Æo ou arrefecimento, exceto os de uso dom‚stico"	" aquecedores de  gua nÆo el‚tricos, de aquecimento instantƒneo ou de acumula‡Æo.""""""	- Outros aparelhos e dispositivos:"						
"2018	0 - entrada	ABAETETUBA	4520001	Servi‡os de manuten‡Æo e repara‡Æo mecƒnica de ve¡culos automotores	45	452	45200	84219999	84	8421	84219	1202	Devolu‡Æo de venda de mercadoria adquirida ou recebida de terceiros	1	12	29.0	""""""Reatores nucleares, caldeiras, m quinas, aparelhos e instrumentos mecƒnicos, e suas partes.""""""	""""""Centrifugadores, incluindo os secadores centr¡fugos"	" aparelhos para filtrar ou depurar l¡quidos ou gases.""""""	- Partes:"						
"2018	0 - entrada	ABAETETUBA	4520001	Servi‡os de manuten‡Æo e repara‡Æo mecƒnica de ve¡culos automotores	45	452	45200	84833010	84	8483	84833	1202	Devolu‡Æo de venda de mercadoria adquirida ou recebida de terceiros	1	12	3.5	""""""Reatores nucleares, caldeiras, m quinas, aparelhos e instrumentos mecƒnicos, e suas partes.""""""	""""""µrvores (veios) de transmissÆo (incluindo as  rvores de cames e virabrequins (cambotas)) e manivelas"	" mancais (chumaceiras) e """"""""bronzes"""""""""	 engrenagens e rodas de fric‡Æo	 eixos de esferas ou de roletes	 redutores, multiplicadores, caixas de transmissÆo e variadores de velocidade, incluindo os conversores de torque (bin rios*)	 volantes e polias, incluindo as polias para cadernais	" embreagens e dispositivos de acoplamento, incluindo as juntas de articula‡Æo.""""""	"	
"2018	0 - entrada	ABAETETUBA	4520001	Servi‡os de manuten‡Æo e repara‡Æo mecƒnica de ve¡culos automotores	45	452	45200	84835090	84	8483	84835	1202	Devolu‡Æo de venda de mercadoria adquirida ou recebida de terceiros	1	12	85.0	""""""Reatores nucleares, caldeiras, m quinas, aparelhos e instrumentos mecƒnicos, e suas partes.""""""	""""""µrvores (veios) de transmissÆo (incluindo as  rvores de cames e virabrequins (cambotas)) e manivelas"	" mancais (chumaceiras) e """"""""bronzes"""""""""	 engrenagens e rodas de fric‡Æo	 eixos de esferas ou de roletes	 redutores, multiplicadores, caixas de transmissÆo e variadores de velocidade, incluindo os conversores de torque (bin rios*)	 volantes e polias, incluindo as polias para cadernais	" embreagens e dispositivos de acoplamento, incluindo as juntas de articula‡Æo.""""""	"	
"2018	0 - entrada	ABAETETUBA	4520001	Servi‡os de manuten‡Æo e repara‡Æo mecƒnica de ve¡culos automotores	45	452	45200	84835090	84	8483	84835	1411	Devolu‡Æo de venda de mercadoria adquirida ou recebida de terceiros em opera‡Æo com mercadoria sujeita ao regime de substitui‡Æo tribut ria	1	14	198.0	""""""Reatores nucleares, caldeiras, m quinas, aparelhos e instrumentos mecƒnicos, e suas partes.""""""	""""""µrvores (veios) de transmissÆo (incluindo as  rvores de cames e virabrequins (cambotas)) e manivelas"	" mancais (chumaceiras) e """"""""bronzes"""""""""	 engrenagens e rodas de fric‡Æo	 eixos de esferas ou de roletes	 redutores, multiplicadores, caixas de transmissÆo e variadores de velocidade, incluindo os conversores de torque (bin rios*)	 volantes e polias, incluindo as polias para cadernais	" embreagens e dispositivos de acoplamento, incluindo as juntas de articula‡Æo.""""""	"	
"2018	0 - entrada	ABAETETUBA	4520001	Servi‡os de manuten‡Æo e repara‡Æo mecƒnica de ve¡culos automotores	45	452	45200	85119000	85	8511	85119	1202	Devolu‡Æo de venda de mercadoria adquirida ou recebida de terceiros	1	12	26.0	""""""M quinas, aparelhos e materiais el‚tricos, e suas partes"	" aparelhos de grava‡Æo ou de reprodu‡Æo de som, aparelhos de grava‡Æo ou de reprodu‡Æo de imagens e de som em televisÆo, e suas partes e acess¢rios.""""""	""""""Aparelhos e dispositivos el‚tricos de igni‡Æo ou de arranque para motores de igni‡Æo por centelha (fa¡sca*) ou por compressÆo (por exemplo, magnetos, d¡namos-magnetos, bobinas de igni‡Æo, velas de igni‡Æo ou de aquecimento, motores de arranque)"	" geradores (por exemplo, d¡namos e alternadores) e conjuntores-disjuntores utilizados com estes motores.""""""	"					
"2018	0 - entrada	ABAETETUBA	4520001	Servi‡os de manuten‡Æo e repara‡Æo mecƒnica de ve¡culos automotores	45	452	45200	87083019	87	8708	87083	1202	Devolu‡Æo de venda de mercadoria adquirida ou recebida de terceiros	1	12	352.0	""""""Ve¡culos autom¢veis, tratores, ciclos e outros ve¡culos terrestres, suas partes e acess¢rios.""""""	Partes e acess¢rios dos ve¡culos autom¢veis das posi‡äes 87.01 a 87.05.	"							
"2018	0 - entrada	ABAETETUBA	4520001	Servi‡os de manuten‡Æo e repara‡Æo mecƒnica de ve¡culos automotores	45	452	45200	87083090	87	8708	87083	1411	Devolu‡Æo de venda de mercadoria adquirida ou recebida de terceiros em opera‡Æo com mercadoria sujeita ao regime de substitui‡Æo tribut ria	1	14	188.0	""""""Ve¡culos autom¢veis, tratores, ciclos e outros ve¡culos terrestres, suas partes e acess¢rios.""""""	Partes e acess¢rios dos ve¡culos autom¢veis das posi‡äes 87.01 a 87.05.	"							
"2018	0 - entrada	ABAETETUBA	4520001	Servi‡os de manuten‡Æo e repara‡Æo mecƒnica de ve¡culos automotores	45	452	45200	87087090	87	8708	87087	1202	Devolu‡Æo de venda de mercadoria adquirida ou recebida de terceiros	1	12	389.0	""""""Ve¡culos autom¢veis, tratores, ciclos e outros ve¡culos terrestres, suas partes e acess¢rios.""""""	Partes e acess¢rios dos ve¡culos autom¢veis das posi‡äes 87.01 a 87.05.	"							
