Ano Emissão	Entrada/Saída	Município Destinatário	CNAE (C)	Descrição do CNAE	CNAE (Divisão)	CNAE (Grupo)	CNAE (Classe)	NCM Produto	NCM (Capítulo)	NCM (Posição)	NCM (Subposição)	CFOP	Descrição CFOP	CFOP (1)	CFOP (2)	Total Bruto Produtos	NCM (Capítulo) Desc	NCM (Posição) Desc	NCM (Subposição) Desc
2018	0 - entrada	ABAETETUBA	1095300	Fabricação de especiarias, molhos, temperos e condimentos	10	109	10953	18069000	18	1806	18069	1202	Devolução de venda de mercadoria adquirida ou recebida de terceiros	1	12	142.25	Cacau e suas preparações.	Chocolate e outras preparações alimentícias que contenham cacau.	
2018	0 - entrada	ABAETETUBA	1095300	Fabricação de especiarias, molhos, temperos e condimentos	10	109	10953	20082010	20	2008	20082	1202	Devolução de venda de mercadoria adquirida ou recebida de terceiros	1	12	63.92	"""Preparações de produtos hortícolas, fruta ou de outras partes de plantas."""	"""Fruta e outras partes comestíveis de plantas, preparadas ou conservadas de outro modo, mesmo com adição de açúcar ou de outros edulcorantes ou de álcool, não especificadas nem compreendidas noutras posições."""	
2018	0 - entrada	ABAETETUBA	1095300	Fabricação de especiarias, molhos, temperos e condimentos	10	109	10953	20089100	20	2008	20089	1202	Devolução de venda de mercadoria adquirida ou recebida de terceiros	1	12	97.2	"""Preparações de produtos hortícolas, fruta ou de outras partes de plantas."""	"""Fruta e outras partes comestíveis de plantas, preparadas ou conservadas de outro modo, mesmo com adição de açúcar ou de outros edulcorantes ou de álcool, não especificadas nem compreendidas noutras posições."""	"""- Outras, incluindo as misturas, com exclusão das da subposição 2008.19:"""
2018	0 - entrada	ABAETETUBA	1099604	Fabricação de gelo comum	10	109	10996	73110000	73	7311	73110	2921	Retorno de vasilhame ou sacaria	2	29	100.0	"""Obras de ferro fundido, ferro ou aço."""		
2018	0 - entrada	ABAETETUBA	1099699	Fabricação de outros produtos alimentícios não especificados anteriormente	10	109	10996	00000000	00	0000	00000	2949	Outra entrada de mercadoria ou prestação de serviço não especificado	2	29	0.0			
2018	0 - entrada	ABAETETUBA	1122401	Fabricação de refrigerantes	11	112	11224	84099999	84	8409	84099	1202	Devolução de venda de mercadoria adquirida ou recebida de terceiros	1	12	2640.0	"""Reatores nucleares, caldeiras, máquinas, aparelhos e instrumentos mecânicos, e suas partes."""	Partes reconhecíveis como exclusiva ou principalmente destinadas aos motores das posições 84.07 ou 84.08.	- Outras:
2018	0 - entrada	ABAETETUBA	1412601	Confecção de peças do vestuário, exceto roupas íntimas e as confeccionadas sob medida	14	141	14126	15171000	15	1517	15171	1411	Devolução de venda de mercadoria adquirida ou recebida de terceiros em operação com mercadoria sujeita ao regime de substituição tributária	1	14	29.52	Gorduras e óleos animais ou vegetais; produtos da sua dissociação; gorduras alimentícias elaboradas; ceras de origem animal ou vegetal.	"""Margarina; misturas ou preparações alimentícias de gorduras ou de óleos animais ou vegetais ou de frações das diferentes gorduras ou óleos do presente Capítulo, exceto as gorduras e óleos alimentícios e respectivas frações da posição 15.16."""	
2018	0 - entrada	ABAETETUBA	1412601	Confecção de peças do vestuário, exceto roupas íntimas e as confeccionadas sob medida	14	141	14126	33043000	33	3304	33043	1202	Devolução de venda de mercadoria adquirida ou recebida de terceiros	1	12	55.8	Óleos essenciais e resinoides; produtos de perfumaria ou de toucador preparados e preparações cosméticas.	"""Produtos de beleza ou de maquiagem preparados e preparações para conservação ou cuidados da pele (exceto medicamentos), incluindo as preparações antissolares e os bronzeadores; preparações para manicuros e pedicuros."""	
2018	0 - entrada	ABAETETUBA	1412601	Confecção de peças do vestuário, exceto roupas íntimas e as confeccionadas sob medida	14	141	14126	33059000	33	3305	33059	1411	Devolução de venda de mercadoria adquirida ou recebida de terceiros em operação com mercadoria sujeita ao regime de substituição tributária	1	14	10.8	Óleos essenciais e resinoides; produtos de perfumaria ou de toucador preparados e preparações cosméticas.	Preparações capilares.	
2018	0 - entrada	ABAETETUBA	1412601	Confecção de peças do vestuário, exceto roupas íntimas e as confeccionadas sob medida	14	141	14126	33061000	33	3306	33061	1411	Devolução de venda de mercadoria adquirida ou recebida de terceiros em operação com mercadoria sujeita ao regime de substituição tributária	1	14	33.36	Óleos essenciais e resinoides; produtos de perfumaria ou de toucador preparados e preparações cosméticas.	"""Preparações para higiene bucal ou dentária, incluindo os pós e cremes para facilitar a aderência de dentaduras; fios utilizados para limpar os espaços interdentais (fios dentais), em embalagens individuais para venda a retalho."""	
2018	0 - entrada	ABAETETUBA	1412601	Confecção de peças do vestuário, exceto roupas íntimas e as confeccionadas sob medida	14	141	14126	85044040	85	8504	85044	1202	Devolução de venda de mercadoria adquirida ou recebida de terceiros	1	12	417.0	"""Máquinas, aparelhos e materiais elétricos, e suas partes; aparelhos de gravação ou de reprodução de som, aparelhos de gravação ou de reprodução de imagens e de som em televisão, e suas partes e acessórios."""	"""Transformadores elétricos, conversores elétricos estáticos (retificadores, por exemplo), bobinas de reatância e de auto-indução."""	
2018	0 - entrada	ABAETETUBA	1412601	Confecção de peças do vestuário, exceto roupas íntimas e as confeccionadas sob medida	14	141	14126	96190000	96	9619	96190	1411	Devolução de venda de mercadoria adquirida ou recebida de terceiros em operação com mercadoria sujeita ao regime de substituição tributária	1	14	135.0	Obras diversas.		
2018	0 - entrada	ABAETETUBA	1412602	Confecção, sob medida, de peças do vestuário, exceto roupas íntimas	14	141	14126	96190000	96	9619	96190	1411	Devolução de venda de mercadoria adquirida ou recebida de terceiros em operação com mercadoria sujeita ao regime de substituição tributária	1	14	63.56	Obras diversas.		
2018	0 - entrada	ABAETETUBA	1422300	Fabricação de artigos do vestuário, produzidos em malharias e tricotagens, exceto meias	14	142	14223	48191000	48	4819	48191	2201	Devolução de venda de produção do estabelecimento	2	22	249.75	"""Papel e cartão; obras de pasta de celulose, de papel ou de cartão."""	"""Caixas, sacos, bolsas, cartuchos e outras embalagens, de papel, cartão, pasta (ouate) de celulose ou de mantas de fibras de celulose; cartonagens para escritórios, lojas e estabelecimentos semelhantes."""	
2018	0 - entrada	ABAETETUBA	1422300	Fabricação de artigos do vestuário, produzidos em malharias e tricotagens, exceto meias	14	142	14223	95059000	95	9505	95059	2201	Devolução de venda de produção do estabelecimento	2	22	263.6	"""Brinquedos, jogos, artigos para divertimento ou para esporte; suas partes e acessórios."""	"""Artigos para festas, carnaval ou outros divertimentos, incluindo os artigos de magia e artigos-surpresa."""	
2018	0 - entrada	ABAETETUBA	1622699	Fabricação de outros artigos de carpintaria para construção	16	162	16226	33051000	33	3305	33051	1411	Devolução de venda de mercadoria adquirida ou recebida de terceiros em operação com mercadoria sujeita ao regime de substituição tributária	1	14	8.23	Óleos essenciais e resinoides; produtos de perfumaria ou de toucador preparados e preparações cosméticas.	Preparações capilares.	
2018	0 - entrada	ABAETETUBA	1622699	Fabricação de outros artigos de carpintaria para construção	16	162	16226	33059000	33	3305	33059	1411	Devolução de venda de mercadoria adquirida ou recebida de terceiros em operação com mercadoria sujeita ao regime de substituição tributária	1	14	84.24	Óleos essenciais e resinoides; produtos de perfumaria ou de toucador preparados e preparações cosméticas.	Preparações capilares.	
2018	0 - entrada	ABAETETUBA	1622699	Fabricação de outros artigos de carpintaria para construção	16	162	16226	64022000	64	6402	64022	1202	Devolução de venda de mercadoria adquirida ou recebida de terceiros	1	12	227.3	"""Calçado, polainas e artigos semelhantes; suas partes."""	Outro calçado com sola exterior e parte superior de borracha ou plástico.	
2018	0 - entrada	ABAETETUBA	1813099	Impressão de material para outros usos	18	181	18130	84439990	84	8443	84439	1949	Outra entrada de mercadoria ou prestação de serviço não especificada	1	19	2.39	"""Reatores nucleares, caldeiras, máquinas, aparelhos e instrumentos mecânicos, e suas partes."""	"""Máquinas e aparelhos de impressão por meio de blocos, cilindros e outros elementos de impressão da posição 84.42; outras impressoras, aparelhos de copiar e aparelhos de telecopiar (fax), mesmo combinados entre si; partes e acessórios."""	- Partes e acessórios:
2018	0 - entrada	ABAETETUBA	1813099	Impressão de material para outros usos	18	181	18130	85044040	85	8504	85044	1202	Devolução de venda de mercadoria adquirida ou recebida de terceiros	1	12	1965.0	"""Máquinas, aparelhos e materiais elétricos, e suas partes; aparelhos de gravação ou de reprodução de som, aparelhos de gravação ou de reprodução de imagens e de som em televisão, e suas partes e acessórios."""	"""Transformadores elétricos, conversores elétricos estáticos (retificadores, por exemplo), bobinas de reatância e de auto-indução."""	
2018	0 - entrada	ABAETETUBA	2330301	Fabricação de estruturas pré-moldadas de concreto armado, em série e sob encomenda	23	233	23303	73181400	73	7318	73181	1202	Devolução de venda de mercadoria adquirida ou recebida de terceiros	1	12	546.0	"""Obras de ferro fundido, ferro ou aço."""	"""Parafusos, pinos ou pernos, roscados, porcas, tira-fundos, ganchos roscados, rebites, chavetas, cavilhas, contrapinos ou troços, arruelas (anilhas) (incluindo as de pressão) e artigos semelhantes, de ferro fundido, ferro ou aço."""	- Artigos roscados:
2018	0 - entrada	ABAETETUBA	2330301	Fabricação de estruturas pré-moldadas de concreto armado, em série e sob encomenda	23	233	23303	83111000	83	8311	83111	1202	Devolução de venda de mercadoria adquirida ou recebida de terceiros	1	12	1183.5	Obras diversas de metais comuns.	"""Fios, varetas, tubos, chapas, eletrodos e artigos semelhantes, de metais comuns ou de carbonetos metálicos, revestidos interior ou exteriormente de decapantes ou de fundentes, para soldadura ou depósito de metal ou de carbonetos metálicos; fios e varetas, de pós de metais comuns aglomerados, para metalização por projeção."""	
2018	0 - entrada	ABAETETUBA	2342702	Fabricação de artefatos de cerâmica e barro cozido para uso na construção, exceto azulejos e pisos	23	234	23427	25083000	25	2508	25083	1151	Transferência para industrialização ou produção rural	1	11	80407.88	"""Sal; enxofre; terras e pedras; gesso, cal e cimento."""	"""Outras argilas (exceto argilas expandidas da posição 68.06), andaluzita, cianita, silimanita, mesmo calcinadas; mulita; barro cozido em pó (terra de chamotte) e terra de dinas."""	
2018	0 - entrada	ABAETETUBA	2391503	Aparelhamento de placas e execução de trabalhos em mármore, granito, ardósia e outras pedras	23	239	23915	35061090	35	3506	35061	1202	Devolução de venda de mercadoria adquirida ou recebida de terceiros	1	12	152.52	Matérias albuminoides; produtos à base de amidos ou de féculas modificados; colas; enzimas.	"""Colas e outros adesivos preparados, não especificados nem compreendidos noutras posições; produtos de qualquer espécie utilizados como colas ou adesivos, acondicionados para venda a retalho como colas ou adesivos, de peso líquido não superior a 1 kg."""	
2018	0 - entrada	ABAETETUBA	2539001	Serviços de usinagem, tornearia e solda	25	253	25390	87032290	87	8703	87032	1102	Compra para comercialização	1	11	119000.0	"""Veículos automóveis, tratores, ciclos e outros veículos terrestres, suas partes e acessórios."""	"""Automóveis de passageiros e outros veículos automóveis principalmente concebidos para transporte de pessoas (exceto os da posição 87.02), incluindo os veículos de uso misto (station wagons) e os automóveis de corrida."""	"""- Outros veículos, unicamente com motor de pistão alternativo de ignição por centelha (faísca*):"""
2018	0 - entrada	ABAETETUBA	2592601	Fabricação de produtos de trefilados de metal padronizados	25	259	25926	39219090	39	3921	39219	1949	Outra entrada de mercadoria ou prestação de serviço não especificada	1	19	7779.25	Plástico e suas obras.	"""Outras chapas, folhas, películas, tiras e lâminas, de plástico."""	
2018	0 - entrada	ABAETETUBA	2592601	Fabricação de produtos de trefilados de metal padronizados	25	259	25926	40091290	40	4009	40091	1949	Outra entrada de mercadoria ou prestação de serviço não especificada	1	19	188.06	Borracha e suas obras.	"""Tubos de borracha vulcanizada não endurecida, mesmo providos dos respectivos acessórios (por exemplo, juntas, cotovelos, flanges, uniões)."""	- Não reforçados com outras matérias nem associados de outra forma com outras matérias:
2018	0 - entrada	ABAETETUBA	2592601	Fabricação de produtos de trefilados de metal padronizados	25	259	25926	40169300	40	4016	40169	1949	Outra entrada de mercadoria ou prestação de serviço não especificada	1	19	14249.5	Borracha e suas obras.	Outras obras de borracha vulcanizada não endurecida.	- Outras:
2018	0 - entrada	ABAETETUBA	2592601	Fabricação de produtos de trefilados de metal padronizados	25	259	25926	73081000	73	7308	73081	1949	Outra entrada de mercadoria ou prestação de serviço não especificada	1	19	11829.75	"""Obras de ferro fundido, ferro ou aço."""	"""Construções e suas partes (por exemplo, pontes e elementos de pontes, comportas, torres, pórticos, pilares, colunas, armações, estruturas para telhados, portas e janelas, e seus caixilhos, alizares e soleiras, portas de correr, balaustradas), de ferro fundido, ferro ou aço, exceto as construções pré-fabricadas da posição 94.06; chapas, barras, perfis, tubos e semelhantes, de ferro fundido, ferro ou aço, próprios para construções."""	
2018	0 - entrada	ABAETETUBA	2592601	Fabricação de produtos de trefilados de metal padronizados	25	259	25926	84122110	84	8412	84122	1949	Outra entrada de mercadoria ou prestação de serviço não especificada	1	19	8911.25	"""Reatores nucleares, caldeiras, máquinas, aparelhos e instrumentos mecânicos, e suas partes."""	Outros motores e máquinas motrizes.	- Motores hidráulicos:
2018	0 - entrada	ABAETETUBA	2592601	Fabricação de produtos de trefilados de metal padronizados	25	259	25926	84313900	84	8431	84313	1949	Outra entrada de mercadoria ou prestação de serviço não especificada	1	19	159000.0	"""Reatores nucleares, caldeiras, máquinas, aparelhos e instrumentos mecânicos, e suas partes."""	Partes reconhecíveis como exclusiva ou principalmente destinadas às máquinas e aparelhos das posições 84.25 a 84.30.	- De máquinas ou aparelhos da posição 84.28:
2018	0 - entrada	ABAETETUBA	2592601	Fabricação de produtos de trefilados de metal padronizados	25	259	25926	84314910	84	8431	84314	1949	Outra entrada de mercadoria ou prestação de serviço não especificada	1	19	21218.91	"""Reatores nucleares, caldeiras, máquinas, aparelhos e instrumentos mecânicos, e suas partes."""	Partes reconhecíveis como exclusiva ou principalmente destinadas às máquinas e aparelhos das posições 84.25 a 84.30.	"""- De máquinas ou aparelhos das posições 84.26, 84.29 ou 84.30:"""
2018	0 - entrada	ABAETETUBA	2861500	Fabricação de máquinas para a indústria metalúrgica, peças e acessórios, exceto máquinas-ferramenta	28	286	28615	72169100	72	7216	72169	1202	Devolução de venda de mercadoria adquirida ou recebida de terceiros	1	12	43.95	"""Ferro fundido, ferro e aço."""	Perfis de ferro ou aço não ligado.	- Outros:
2018	0 - entrada	ABAETETUBA	2861500	Fabricação de máquinas para a indústria metalúrgica, peças e acessórios, exceto máquinas-ferramenta	28	286	28615	73066100	73	7306	73066	1202	Devolução de venda de mercadoria adquirida ou recebida de terceiros	1	12	545.52	"""Obras de ferro fundido, ferro ou aço."""	"""Outros tubos e perfis ocos (por exemplo, soldados, rebitados, agrafados ou com os bordos simplesmente aproximados), de ferro ou aço."""	"""- Outros, soldados, de seção não circular:"""
2018	0 - entrada	ABAETETUBA	3299003	Fabricação de letras, letreiros e placas de qualquer material, exceto luminosos	32	329	32990	46021900	46	4602	46021	2201	Devolução de venda de produção do estabelecimento	2	22	31.2	Obras de espartaria ou de cestaria.	Obras de cestaria obtidas diretamente na sua forma a partir de matérias para entrançar ou fabricadas com artigos da posição 46.01; obras de bucha (lufa*).	- De matérias vegetais:
2018	0 - entrada	ABAETETUBA	3299099	Fabricação de produtos diversos não especificados anteriormente	32	329	32990	44201000	44	4420	44201	2113	Compra para comercialização, de mercadoria recebida anteriormente em consignação mercantil	2	21	534.0	"""Madeira, carvão vegetal e obras de madeira."""	"""Madeira marchetada e madeira incrustada; estojos e guarda-joias para joalheria e ourivesaria, e obras semelhantes, de madeira; estatuetas e outros objetos de ornamentação, de madeira; artigos de mobiliário, de madeira, que não se incluam no Capítulo 94."""	
2018	0 - entrada	ABAETETUBA	3299099	Fabricação de produtos diversos não especificados anteriormente	32	329	32990	44219900	44	4421	44219	2102	Compra para comercialização	2	21	1280.0	"""Madeira, carvão vegetal e obras de madeira."""	Outras obras em madeira.	- Outras:
2018	0 - entrada	ABAETETUBA	3313901	Manutenção e reparação de geradores, transformadores e motores elétricos	33	331	33139	85044030	85	8504	85044	1202	Devolução de venda de mercadoria adquirida ou recebida de terceiros	1	12	53.81	"""Máquinas, aparelhos e materiais elétricos, e suas partes; aparelhos de gravação ou de reprodução de som, aparelhos de gravação ou de reprodução de imagens e de som em televisão, e suas partes e acessórios."""	"""Transformadores elétricos, conversores elétricos estáticos (retificadores, por exemplo), bobinas de reatância e de auto-indução."""	
2018	0 - entrada	ABAETETUBA	3313901	Manutenção e reparação de geradores, transformadores e motores elétricos	33	331	33139	85219010	85	8521	85219	1202	Devolução de venda de mercadoria adquirida ou recebida de terceiros	1	12	301.59	"""Máquinas, aparelhos e materiais elétricos, e suas partes; aparelhos de gravação ou de reprodução de som, aparelhos de gravação ou de reprodução de imagens e de som em televisão, e suas partes e acessórios."""	"""Aparelhos de gravação ou de reprodução de vídeo, mesmo incorporando um receptor de televisão."""	
2018	0 - entrada	ABAETETUBA	3313901	Manutenção e reparação de geradores, transformadores e motores elétricos	33	331	33139	85258019	85	8525	85258	1202	Devolução de venda de mercadoria adquirida ou recebida de terceiros	1	12	415.5	"""Máquinas, aparelhos e materiais elétricos, e suas partes; aparelhos de gravação ou de reprodução de som, aparelhos de gravação ou de reprodução de imagens e de som em televisão, e suas partes e acessórios."""	"""Aparelhos transmissores (emissores) para radiodifusão ou televisão, mesmo que incorporem um aparelho receptor ou um aparelho de gravação ou de reprodução de som; câmeras de televisão, câmeras fotográficas digitais e câmeras de vídeo."""	
2018	0 - entrada	ABAETETUBA	3313901	Manutenção e reparação de geradores, transformadores e motores elétricos	33	331	33139	85369090	85	8536	85369	1202	Devolução de venda de mercadoria adquirida ou recebida de terceiros	1	12	24.1	"""Máquinas, aparelhos e materiais elétricos, e suas partes; aparelhos de gravação ou de reprodução de som, aparelhos de gravação ou de reprodução de imagens e de som em televisão, e suas partes e acessórios."""	"""Aparelhos para interrupção, seccionamento, proteção, derivação, ligação ou conexão de circuitos elétricos (por exemplo, interruptores, comutadores, relés, corta-circuitos, supressores de picos de tensão (eliminadores de onda), plugues (fichas*) e tomadas de corrente, suportes para lâmpadas e outros conectores, caixas de junção), para uma tensão não superior a 1.000 V; conectores para fibras ópticas, feixes ou cabos de fibras ópticas."""	
2018	0 - entrada	ABAETETUBA	3313901	Manutenção e reparação de geradores, transformadores e motores elétricos	33	331	33139	85442000	85	8544	85442	1202	Devolução de venda de mercadoria adquirida ou recebida de terceiros	1	12	74.87	"""Máquinas, aparelhos e materiais elétricos, e suas partes; aparelhos de gravação ou de reprodução de som, aparelhos de gravação ou de reprodução de imagens e de som em televisão, e suas partes e acessórios."""	"""Fios, cabos (incluindo os cabos coaxiais) e outros condutores, isolados para usos elétricos (incluindo os envernizados ou oxidados anodicamente), mesmo com peças de conexão; cabos de fibras ópticas, constituídos por fibras embainhadas individualmente, mesmo com condutores elétricos ou munidos de peças de conexão."""	
2018	0 - entrada	ABAETETUBA	3314713	Manutenção e reparação de máquinas-ferramenta	33	331	33147	84079000	84	8407	84079	2202	Devolução de venda de mercadoria adquirida ou recebida de terceiros	2	22	19985.0	"""Reatores nucleares, caldeiras, máquinas, aparelhos e instrumentos mecânicos, e suas partes."""	"""Motores de pistão, alternativo ou rotativo, de ignição por centelha (faísca*) (motores de explosão)."""	
2018	0 - entrada	ABAETETUBA	3832700	Recuperação de materiais plásticos	38	383	38327	73063000	73	7306	73063	1202	Devolução de venda de mercadoria adquirida ou recebida de terceiros	1	12	254.66	"""Obras de ferro fundido, ferro ou aço."""	"""Outros tubos e perfis ocos (por exemplo, soldados, rebitados, agrafados ou com os bordos simplesmente aproximados), de ferro ou aço."""	
2018	0 - entrada	ABAETETUBA	3832700	Recuperação de materiais plásticos	38	383	38327	73071920	73	7307	73071	1202	Devolução de venda de mercadoria adquirida ou recebida de terceiros	1	12	95.94	"""Obras de ferro fundido, ferro ou aço."""	"""Acessórios para tubos (por exemplo, uniões, cotovelos, luvas (mangas*)), de ferro fundido, ferro ou aço."""	- Moldados:
2018	0 - entrada	ABAETETUBA	3832700	Recuperação de materiais plásticos	38	383	38327	76090000	76	7609	76090	1202	Devolução de venda de mercadoria adquirida ou recebida de terceiros	1	12	519.01	Alumínio e suas obras.		
2018	0 - entrada	ABAETETUBA	4120400	Construção de edifícios	41	412	41204	27101932	27	2710	27101	1202	Devolução de venda de mercadoria adquirida ou recebida de terceiros	1	12	136.0	"""Combustíveis minerais, óleos minerais e produtos da sua destilação; matérias betuminosas; ceras minerais."""	"""Óleos de petróleo ou de minerais betuminosos, exceto óleos brutos; preparações não especificadas nem compreendidas noutras posições, que contenham, como constituintes básicos, 70 % ou mais, em peso, de óleos de petróleo ou de minerais betuminosos; resíduos de óleos."""	"""- Óleos de petróleo ou de minerais betuminosos (exceto óleos brutos) e preparações não especificadas nem compreendidas noutras posições, que contenham, como constituintes básicos, 70 % ou mais, em peso, de óleos de petróleo ou de minerais betuminosos, exceto os que contenham biodiesel e exceto os resíduos de óleos:"""
2018	0 - entrada	ABAETETUBA	4120400	Construção de edifícios	41	412	41204	32091010	32	3209	32091	1411	Devolução de venda de mercadoria adquirida ou recebida de terceiros em operação com mercadoria sujeita ao regime de substituição tributária	1	14	49.99	Extratos tanantes e tintoriais; taninos e seus derivados; pigmentos e outras matérias corantes; tintas e vernizes; mástiques; tintas de escrever.	"""Tintas e vernizes, à base de polímeros sintéticos ou de polímeros naturais modificados, dispersos ou dissolvidos num meio aquoso."""	
2018	0 - entrada	ABAETETUBA	4120400	Construção de edifícios	41	412	41204	38190000	38	3819	38190	1202	Devolução de venda de mercadoria adquirida ou recebida de terceiros	1	12	36.0	Produtos diversos das indústrias químicas.		
2018	0 - entrada	ABAETETUBA	4120400	Construção de edifícios	41	412	41204	39259090	39	3925	39259	2202	Devolução de venda de mercadoria adquirida ou recebida de terceiros	2	22	128.62	Plástico e suas obras.	"""Artigos para apetrechamento de construções, de plástico, não especificados nem compreendidos noutras posições."""	
2018	0 - entrada	ABAETETUBA	4120400	Construção de edifícios	41	412	41204	39269090	39	3926	39269	2202	Devolução de venda de mercadoria adquirida ou recebida de terceiros	2	22	52.08	Plástico e suas obras.	Outras obras de plástico e obras de outras matérias das posições 39.01 a 39.14.	
2018	0 - entrada	ABAETETUBA	4120400	Construção de edifícios	41	412	41204	40170000	40	4017	40170	2202	Devolução de venda de mercadoria adquirida ou recebida de terceiros	2	22	195.72	Borracha e suas obras.		
2018	0 - entrada	ABAETETUBA	4120400	Construção de edifícios	41	412	41204	54021910	54	5402	54021	2202	Devolução de venda de mercadoria adquirida ou recebida de terceiros	2	22	95.4	Filamentos sintéticos ou artificiais; lâminas e formas semelhantes de matérias têxteis sintéticas ou artificiais.	"""Fios de filamentos sintéticos (exceto linhas para costurar), não acondicionados para venda a retalho, incluindo os monofilamentos sintéticos de título inferior a 67 decitex."""	"""- Fios de alta tenacidade, de náilon ou de outras poliamidas, mesmo texturizados:"""
2018	0 - entrada	ABAETETUBA	4120400	Construção de edifícios	41	412	41204	73063000	73	7306	73063	1202	Devolução de venda de mercadoria adquirida ou recebida de terceiros	1	12	6118.2	"""Obras de ferro fundido, ferro ou aço."""	"""Outros tubos e perfis ocos (por exemplo, soldados, rebitados, agrafados ou com os bordos simplesmente aproximados), de ferro ou aço."""	
2018	0 - entrada	ABAETETUBA	4120400	Construção de edifícios	41	412	41204	76169900	76	7616	76169	2202	Devolução de venda de mercadoria adquirida ou recebida de terceiros	2	22	660.5	Alumínio e suas obras.	Outras obras de alumínio.	- Outras:
2018	0 - entrada	ABAETETUBA	4120400	Construção de edifícios	41	412	41204	82011000	82	8201	82011	2201	Devolução de venda de produção do estabelecimento	2	22	563.1	"""Ferramentas, artigos de cutelaria e talheres, e suas partes, de metais comuns."""	"""Pás, alviões, picaretas, enxadas, sachos, forcados, forquilhas, ancinhos e raspadeiras; machados, podões e ferramentas semelhantes com gume; tesouras de podar de todos os tipos; foices e foicinhas, facas para feno ou para palha, tesouras para sebes, cunhas e outras ferramentas manuais para agricultura, horticultura ou silvicultura."""	
2018	0 - entrada	ABAETETUBA	4120400	Construção de edifícios	41	412	41204	82013000	82	8201	82013	2202	Devolução de venda de mercadoria adquirida ou recebida de terceiros	2	22	1079.22	"""Ferramentas, artigos de cutelaria e talheres, e suas partes, de metais comuns."""	"""Pás, alviões, picaretas, enxadas, sachos, forcados, forquilhas, ancinhos e raspadeiras; machados, podões e ferramentas semelhantes com gume; tesouras de podar de todos os tipos; foices e foicinhas, facas para feno ou para palha, tesouras para sebes, cunhas e outras ferramentas manuais para agricultura, horticultura ou silvicultura."""	
2018	0 - entrada	ABAETETUBA	4120400	Construção de edifícios	41	412	41204	82019000	82	8201	82019	2201	Devolução de venda de produção do estabelecimento	2	22	179.64	"""Ferramentas, artigos de cutelaria e talheres, e suas partes, de metais comuns."""	"""Pás, alviões, picaretas, enxadas, sachos, forcados, forquilhas, ancinhos e raspadeiras; machados, podões e ferramentas semelhantes com gume; tesouras de podar de todos os tipos; foices e foicinhas, facas para feno ou para palha, tesouras para sebes, cunhas e outras ferramentas manuais para agricultura, horticultura ou silvicultura."""	
2018	0 - entrada	ABAETETUBA	4120400	Construção de edifícios	41	412	41204	82021000	82	8202	82021	2202	Devolução de venda de mercadoria adquirida ou recebida de terceiros	2	22	321.18	"""Ferramentas, artigos de cutelaria e talheres, e suas partes, de metais comuns."""	Serras manuais; folhas de serras de todos os tipos (incluindo as fresas-serras e as folhas não dentadas para serrar).	
2018	0 - entrada	ABAETETUBA	4120400	Construção de edifícios	41	412	41204	82032010	82	8203	82032	2202	Devolução de venda de mercadoria adquirida ou recebida de terceiros	2	22	53.64	"""Ferramentas, artigos de cutelaria e talheres, e suas partes, de metais comuns."""	"""Limas, grosas, alicates (mesmo cortantes), tenazes, pinças, cisalhas para metais, corta-tubos, corta-pinos, saca-bocados e ferramentas semelhantes, manuais."""	
2018	0 - entrada	ABAETETUBA	4120400	Construção de edifícios	41	412	41204	82052000	82	8205	82052	2202	Devolução de venda de mercadoria adquirida ou recebida de terceiros	2	22	1309.02	"""Ferramentas, artigos de cutelaria e talheres, e suas partes, de metais comuns."""	"""Ferramentas manuais (incluindo os corta-vidros (diamantes de vidraceiro)) não especificadas nem compreendidas noutras posições; lâmpadas ou lamparinas, de soldar (maçaricos) e semelhantes; tornos de apertar, sargentos e semelhantes, exceto os acessórios ou partes de máquinas-ferramentas ou de máquinas de corte a jato de água; bigornas; forjas portáteis; mós com armação, manuais ou de pedal."""	
2018	0 - entrada	ABAETETUBA	4120400	Construção de edifícios	41	412	41204	82053000	82	8205	82053	2201	Devolução de venda de produção do estabelecimento	2	22	313.68	"""Ferramentas, artigos de cutelaria e talheres, e suas partes, de metais comuns."""	"""Ferramentas manuais (incluindo os corta-vidros (diamantes de vidraceiro)) não especificadas nem compreendidas noutras posições; lâmpadas ou lamparinas, de soldar (maçaricos) e semelhantes; tornos de apertar, sargentos e semelhantes, exceto os acessórios ou partes de máquinas-ferramentas ou de máquinas de corte a jato de água; bigornas; forjas portáteis; mós com armação, manuais ou de pedal."""	
2018	0 - entrada	ABAETETUBA	4120400	Construção de edifícios	41	412	41204	82055900	82	8205	82055	2201	Devolução de venda de produção do estabelecimento	2	22	340.8	"""Ferramentas, artigos de cutelaria e talheres, e suas partes, de metais comuns."""	"""Ferramentas manuais (incluindo os corta-vidros (diamantes de vidraceiro)) não especificadas nem compreendidas noutras posições; lâmpadas ou lamparinas, de soldar (maçaricos) e semelhantes; tornos de apertar, sargentos e semelhantes, exceto os acessórios ou partes de máquinas-ferramentas ou de máquinas de corte a jato de água; bigornas; forjas portáteis; mós com armação, manuais ou de pedal."""	- Outras ferramentas manuais (incluindo os corta-vidros (diamantes de vidraceiro)):
